tipid,foursqr_id,latitude,longitude,shortname,createdat,tiptext,id
54edfb45498e6ba4c9366a87,10160890,32.8173479004713,-83.6983396857977,Fast Food,1424882501,Soooo slow! Always!,10160890
5047de0de4b06096d24483c4,10160890,32.8532644148831,-83.6185526847839,Fast Food,1346887181,Chicken crunch wrap supreme or chicken gordita crunch. Mmmm,10160890
4f686e3de4b0f8b5d453547f,10160890,32.8092892251523,-83.7338982935059,University,1332244029,Completely disagree with the guy that wrote the last tip I think quite the opposite,10160890
5399a7f8498e722c5ec28a14,35731628,10.3151653658812,123.891100595322,Desserts,1402578936,Thumbs up ang giant concoctions nila! But they don't have wi-fi,35731628
52948b7a11d2c9f4c9a01f9b,35731628,10.3116604413325,123.917646402405,Mexican,1385466746,The best ang Quesadillas! 😁,35731628
52f75b46498e76f0925f29a3,35731628,10.3123173587571,123.919032812119,Apparel,1391942470,During sale and Buy One Get One; BEST TIME TO GO! 👍,35731628
53820204498e70147c513b21,35731628,10.313401,123.890196,Seafood,1401029124,Not suitable on rainy days,35731628
52ad196611d2f11dbe291736,35731628,10.3261922953128,123.905326724052,Filipino,1387075942,One of the best eat-all-you-can restaurant in Cebu! Two thumbs up 👍👍,35731628
52a2c15c498e530257a5a5e3,35731628,10.31174132314,123.917308703707,Mexican,1386398044,Love their Gambas ala luna and Suncooler!!! Thumbs up 👍👍,35731628
539490f8498ecd4383fed6a4,35731628,10.3176112521952,123.905493915814,Desserts,1402245368,Must try ang ilang Lava Cake! 👍,35731628
529ef4db498eb25f0c4bd8c1,35731628,10.3125205526176,123.919311761856,Bakery,1386149083,Red velvet cupcake the best! 🎂,35731628
53049f8111d2491d7e606bc4,70695820,6.56444597244263,79.968132019043,Shoe Repair,1392811905,Best place to buy shoes and slippers in Kalutara,70695820
52891bf3498e0b372a42a6d2,70695820,6.56860494613647,79.9663696289062,Fast Food,1384717299,The best fast food restaurant in Kalutara,70695820
530edd1511d2bfb85c4e8e67,70695820,6.58670073228106,79.9623212315375,Football,1393483029,"Home Stadium of Blue Star FC, Green Field FC,  Park FC & Super Beach FC",70695820
533a43d211d2cfa327b58e32,39700633,14.3279722188926,120.959512658188,Chinese,1396327378,BAD SERVICE.,39700633
51f8eb7e498e51eb766800c3,39700633,14.3267532503937,120.942182297884,Nail Salon,1375267710,Try their “Pamper Me Please” package. It includes basic manicure and Boracay Wave Basic Foot Spa Pedicure for only PHP300. The place is relaxing and clean too! Plus the staffs are polite and kind! 👍,39700633
5205f64111d2e16e196d349c,39700633,14.328416495095,120.946205537093,Residential,1376122433,"Please be inform that effective on October 1, 2013, the “No Sticker, No Entry” policy will be strictly implemented.",39700633
51e93e14498ea55b678ff5a0,39700633,13.7968675117823,121.00181132555,American,1374240276,Try the famous “large baby back ribs.” The price is cheap and worth it! 👌,39700633
5221505b11d2d4b0cef454af,39700633,14.371135373881,120.939152240753,Fast Food,1377914971,They don't serve breakfast meal here. So disappointing. 👎,39700633
50b85673e4b0040a83787fd4,39700633,14.4231425647836,121.029290918172,Accessories,1354258035,"Their ""Buy one, get one free"" promo is until December 31, 2012.",39700633
50fee729e4b0687cf1a8e5f3,41253638,14.6578157595492,121.056042909622,Coffee Shop,1358882601,Whitechocolate mocha frappe,41253638
56159a97498e00227e0507cb,12398642,33.8388953037338,-118.39098181676,Nightclub,1444256407,We're hooked on their karaoke Wednesday's!  They start 8pm every Wednesday :) 🎤,12398642
5271d4cc11d21f18f406297e,12398642,33.8245533887246,-118.32615851727,School,1383191756,I wouldn't be where I am today without SCROC while I was in High School...the good ole 80's :),12398642
5247d3fe11d2bcacb3a81f22,12398642,33.819112,-118.387849,Wine Bar,1380439038,Great meal & live music!!,12398642
56159bc8498e089120a0ed1f,12398642,33.8414881835322,-118.391187561798,Bar,1444256712,Slipped in for lunch today...was great!  I got taco special and white IPA beer :) 👍🏻🍻,12398642
56159b65498ef1be4264b70d,12398642,33.8392547276905,-118.391894722991,Japanese,1444256613,Awesome sushi on our Redondo Beach pier!  Also the service rocks :),12398642
56159e2f498eb62db6bbb120,12398642,33.81637941484,-118.386998176575,Mall,1444257327,"Riviera Village is the most incredible place to dine, shop and have fun!!  On top of that it's a stone's throw from the beach!  Come on down to check it out...Meet me in the village :)",12398642
56159e6f498eb62db6bc1faa,12398642,33.8058422561624,-118.353479906349,Mexican,1444257391,One of the best burritos in town!!,12398642
54eaab7e498e168c802d77b3,12398642,29.4698327767565,-94.601124502159,Vacation Rental,1424665470,"The beach, the view, the fun area...incredible!",12398642
56159c1a498e855372614386,12398642,33.8446962293207,-118.394005799613,Event Space,1444256794,Lobster Feast VIP tent is the way to do it!  Had a great dinner & Berlin band played too!! :),12398642
5228a8f8498e8d61ea9ac9f9,12398642,33.3443506632736,-118.326061483372,Seafood,1378396408,Nice table overlooking the water :),12398642
52c0f763498e30da48c5a4c3,12398642,34.1504998025353,-118.274385907249,Brewery,1388377955,Awesome experience!,12398642
56159dc0498ee853b7d04c83,12398642,33.8346329075768,-118.355884552002,Japanese,1444257216,One of my family's favorite birthday celebration spots!! 🎂,12398642
51be3583498e2ac50369ce1f,12398642,33.8455336779602,-118.388733565807,City,1371420035,Bring sunscreen :),12398642
521e02fc11d21b5fca5eeda0,12398642,33.8308516742306,-118.378959519466,Athletics & Sports,1377698556,"Great music, fun instructor, excellent location & awesome crowd! :)",12398642
52f32c9711d2e944df7cf508,12398642,33.81818949,-118.387983,Pub,1391668375,Fun place!!,12398642
51be558b498ea91cbd9f2db1,12398642,33.8455336779602,-118.388733565807,City,1371428235,Just an average day on Redondo Beach were there is More to Sea :),12398642
56159cfd498eff9218cb9f6f,12398642,33.818430236559,-118.383923742786,Beer Garden,1444257021,My favorite place for Kale-Salmon salad!  IPA beer table is great too :) 🍺,12398642
56159c53498e3a60b6ae7525,12398642,33.8467352863946,-118.3934124186,Hotel,1444256851,Friends wedding party upstairs was incredible!!  We'll be back :),12398642
54eaac70498e081e6c15dcc9,12398642,29.4698327767565,-94.601124502159,Vacation Rental,1424665712,Front row beach house!  Tiki bar out front and BBQ on ground level...it's quite a fun place to call home for a full week :),12398642
56159ca8498e85537262644f,12398642,33.845616,-118.39255,Hotel,1444256936,Even though we live nearby we stayed a night after our friends wedding party nearby and had a great time!  Pool was nice too :),12398642
56159d7c498e089120a3f61f,12398642,33.8185809512601,-118.384819569754,Steakhouse,1444257148,Incredible spot for dancing to live band on Friday's or Saturday's!! :),12398642
51edb54c498eeb6e77451ea3,12398642,29.276601,-94.831512,Seafood,1374532940,Great Stone Crab!!,12398642
56159ace498e14f52c20d10e,12398642,33.816213,-118.386793,Sushi,1444256462,Sushi rocks!! :),12398642
53e58000498edc28277ce40d,12398642,33.8351780778462,-118.379975200084,Beach,1407549440,BBQ by my Missy tonight!,12398642
567c903f38fa6ec4b39de6b5,12398642,33.824974,-118.385712,Thai,1451003967,One of my favorite lunch spots!!  Great food & service!  I always order Garlic Chicken (extra spicy)! :),12398642
5206be6b11d22b8ee623e107,12398642,34.0738879015891,-118.240484569797,Baseball Field,1376173675,Great view & food :),12398642
528ea56311d2101652d06a2b,12398642,33.8193479003199,-118.38850553359,Breakfast,1385080163,Chris hand stamping SACKS to go bags!  That's dedication and a job well done :),12398642
54eaaae8498ea1f65179a59e,12398642,29.4701741302468,-94.5921885967255,Vacation Rental,1424665320,Like brother & sister houses next door to each other!  Incredible view from either balcony deck! :),12398642
54eaadc5498ed89045bbd7f0,12398642,29.4698327767565,-94.601124502159,Vacation Rental,1424666053,Good thing there are 2 front row's available...family/friends take them both together many weeks each year!  Next door is called Happily Ever After :),12398642
56159d36498e3a60b6aff13a,12398642,33.8426628289932,-118.392134360053,American,1444257078,Had an awesome time at Round Table meeting this month at R10 :),12398642
53c0fa33498ef311ea98634b,780994,48.8555197105058,2.38675902175183,Wine Bar,1405155891,"Good meal, definitively recommended !",780994
521475f111d2f85769b3c073,780994,52.3607811186136,4.8828649520874,Indonesian,1377072625,Really good food :) you have to try the fullset,780994
4d7b410f6152b60c45567b26,780994,48.847169,2.341414,Bar,1299923215,"Service déplorable, serveur désagréable, bruyant... A éviter",780994
4ca8893097c8a1cd938785a5,780994,33.7833827677537,-84.3835040411531,Gym,1286113584,Best gymcenter I ever went!!,780994
4e21ec807d8b71715bb07a1a,780994,48.8910162869483,2.23650429487459,Pizza,1310846080,"Service ultra lent ! Pizza correcte mais sans plus, pas très chaude. Si vous êtes pressé passez votre chemin !",780994
4ca477a4b0ff8cfaa2b6bf5e,780994,48.8740640125,2.316606,Wine Shop,1285846948,Crème caramel !!!! Best in town,780994
4bcbb9a670c603bb366098b4,780994,25.7643277267194,-80.1933664936043,Latin American,1271642534,"Try the spicy chicken, it's really good and you have a real big plate !",780994
4fafbab0e4b09cca61fffb26,4735714,48.207278,16.351058,Tech Startup,1336916656,creative workline - mobile app solutions & IT consulting,4735714
52e301ba498ede63f27d6813,34223498,29.0815730583427,-110.973243713379,Car Washes,1390608826,Todos los muchachos lava-carros son unos irrespetuosos con las mujeres.,34223498
507799dfe4b0c31686164cc9,34223498,29.0681144611279,-110.960644047857,Radio Station,1350015455,Tráiganse un chamarrón.,34223498
52c627f4498e4deed76ba25b,34223498,29.0858766610227,-110.953330993652,Gym,1388718068,El jamón no se va a quemar solito.,34223498
50778e80e4b0f934e7e30f75,34223498,29.0738748805404,-110.958191156387,Plaza,1350012544,Los fumadores somos malvistos debido al gran número de niños y bebés que hay rondando.,34223498
51c109bd498efff55d66a94f,34223498,29.0861016810529,-110.959124565125,Automotive,1371605437,El servicio de recepción del vehículo es tristemente lento a pesar de que hay muchos empleados.,34223498
53101964498e8d8ed383b2a3,34223498,29.0976787597182,-110.933488216424,Bar,1393564004,La música está tan alta que dan ganas de picarse las orejas con un picahielos.,34223498
5382c86d498e4561c0cc7bf0,34223498,29.0855102398504,-110.972286555149,Burritos,1401079917,Los mejores perches de Hermosillo.,34223498
52b34760498eff5d88f660a3,34223498,29.1218923562806,-110.950112342834,Coffee Shop,1387480928,En el Starbucks del Morelos sí se puede fumar. Corran la voz.,34223498
50fbbc0be4b011742ec1f93a,34223498,31.8645770077247,-116.628915595005,Bar,1358674955,Se puede fumar adentro y los ceniceros son caballitos de tequila.,34223498
50fa1969e4b01174238124b0,34223498,29.0889211471626,-110.955346733728,Bar,1358567785,El cantinero se llama Julio.,34223498
50ef9499e4b009f2f4eaa92c,34223498,29.0897221047409,-110.956208273781,Restaurant,1357878425,No todo lo que tienen viene en la carta.,34223498
5101c76de4b0a25f81e6f4ca,34223498,29.0973145565216,-110.940456390381,Mobile Phones,1359071085,Traigan vaselina porque se las van a meter doblada.,34223498
5304d864498ec93755db8686,34223498,29.0977645461053,-110.938986539841,Coffee Shop,1392826468,Cada día el servicio es más lento por el drive.,34223498
52f4294811d262c1857c2424,34223498,29.1144952307647,-110.952372095494,Nail Salon,1391733064,Pidan su bebida. Tienes té e infusiones bien ricas.,34223498
52dc33fd498e5376e7fee4bf,34223498,29.095006860844,-110.952703904191,Basketball Court,1390162941,Los baños de mujeres son asquerosos.,34223498
51245356e4b03a94f374b055,34223498,29.0738792934116,-110.958105991956,Bar,1361335126,Está lento el servicio.,34223498
5303f0a4498ef560ddc036be,34223498,29.0979520411847,-110.944533348084,Gas Station,1392767140,Sería ideal si tuviera un Seven.,34223498
5186b19c498eda32a2699a11,10520163,40.0909070055061,-74.9394438391217,Buffet,1367781788,"No forks or spoons. Food was on our plates and no silverware for about 5 minutes! Ridiculous, won't be returning here....",10520163
543c26b3498e291d02eceba5,10520163,40.0797600666667,-75.0274069,Salon / Barbershop,1413228211,Nancy & Janet are the best,10520163
56737ebd498e4c069a2919fa,10520163,40.0056848097056,-75.0964485659458,Food,1450409661,Lunch Specials,10520163
517ef93ee4b02dfc915103b9,10520163,40.0165975465797,-75.0969846023336,Fried Chicken,1367275838,This one takes Credit Cards!,10520163
51229e3be4b0d60625362317,10520163,39.9937651348243,-75.0945203982426,Fast Food,1361223227,"Wow, this Burger King has changed for the better. So clean. And the food choices are delicious.",10520163
5707e5d1498e6533cd53ae33,10520163,39.9790568899191,-75.1153456061213,Bakery,1460135377,Pound cake,10520163
562d26a0498ee9e829b22340,10520163,39.9990433704502,-74.9908921122551,Asian,1445799584,25 minute wait for pizza so my kids can eat since they still don't have chicken nuggets,10520163
5166f896e4b07e55b16d7643,10520163,40.006866626658,-75.0948233381778,Fast Food,1365702806,So slow!!!!!,10520163
521c0c9811d25728acec18d3,10520163,39.9493763400778,-75.1500945289509,Art Gallery,1377569944,It was very interesting. I do miss the movie and the phones,10520163
5207da5111d28da6873afd17,10520163,39.8283934095833,-75.0910025617861,Optical,1376246353,Susan is the best,10520163
53022984498e2b04bcb699f3,10520163,40.01018847,-75.11051592,Diner,1392650628,A refill on my 1 cup of coffee would have been nice #absenteeservice #refillmycup,10520163
522226cc11d2421abeac7f84,10520163,39.786604,-74.9099618196487,Gas Station,1377969868,Credit is cheaper than Wawa!!!,10520163
51438f3ae4b0391029f62052,10520163,39.9942185932074,-75.0969503872991,Chinese,1363382074,"The skinny lady is back, so the food is good again",10520163
50f9eba8e4b07787c9076781,10520163,40.0132404389027,-75.0969047672416,Playground,1358556072,Piccoli Advisory Council meets every 3rd Wednesday of each month @ 7pm,10520163
51670fdce4b0642f928d4495,10520163,40.006866626658,-75.0948233381778,Fast Food,1365708764,"So McDonalds is going to focus on guest satisfaction, Good Luck with that at this location. They are slow every time I have been here. I only return because it is closest to my home.",10520163
50e0c109e4b0cf8b44f60e31,10520163,40.0037225713009,-75.094332915304,Pizza,1356906761,Great Milk Shakes,10520163
50ed6551e4b01ac935df91da,10520163,40.0181513687359,-75.0970131148567,Plaza,1357735249,YIELD to the cars in the circle!!!!,10520163
51d888f2498ed8b9c48f5cd1,10520163,40.151866,-75.00065413,Golf Course,1373145330,"Awesome, just booked my sons party",10520163
51e176fe498e98d9bf972d79,10520163,39.9656830093122,-75.1679956912994,Playground,1373730558,Beautiful clean park,10520163
5186eca0498ecd1cde7b287e,10520163,39.9988327,-75.09236551,Big Box Store,1367796896,Why do I keep coming here thinking I can ever get what I came for? No boys dress clothes!!!,10520163
50f0084be4b0ba8e25473ed2,10520163,40.005661,-75.107144,Funeral Home,1357908043,Funeral Service,10520163
51d61548498e147aa82acc29,10520163,39.4462789429558,-74.7609461279595,Other Outdoors,1372984648,Beautiful neighborhood,10520163
533315c211d25a798500235a,10520163,40.0738681050948,-75.0349903106689,American,1395856834,"Cristina was awesome, friendly and attentive. It was my son's 14th Birthday and she made it memorable.",10520163
51119f1ee4b01f707a9b5c46,10520163,40.0308019539248,-75.0854158401489,Fast Food,1360109342,Why does this place always looks dirty?,10520163
52ed67fc498ee49b684aafa4,10520163,39.95230481,-75.2164734714286,Dance Studio,1391290364,Hip hop class,10520163
516079a0498e09c17f5ca6a0,10520163,40.0586617335622,-75.2486658096314,Other Outdoors,1365277088,Free Orienteering Class,10520163
50fab9d3e4b0a72cdc95abd7,10520163,39.9488864810419,-75.1498437027949,Historic Site,1358608851,Pennsylvania State House,10520163
516d61e0e4b05b671ccb7f21,10520163,40.080883,-75.02745,Doctor's Office,1366122976,Dr. Sirken is the best.,10520163
523b530511d2b0c25f977f15,10520163,40.0314792705006,-75.1004859018741,Salon / Barbershop,1379619589,Louis is no longer here...,10520163
50e09d01e4b0929c27750694,10520163,39.9990433704502,-74.9908921122551,Asian,1356897537,Still no chicken nuggets!!!!,10520163
52f2f73d498e12db2b13dea5,74784225,40.4508965333333,-80.0190657377243,Fast Food,1391654717,Check your stuff if you go thru the drive through. Customer service is lacking at best even with a time stamped receipt,74784225
53261264498e00afdea1c73d,74784225,40.4597241867409,-80.0031832801337,Home,1395004004,Ask for Rich or Randy!,74784225
54ca63d0498e33f67c88212c,542750,36.163358,-75.75323797,Donuts,1422549968,Not open all year long. But each store is open different dates. Call ahead!,542750
4ef37224775b96fb04527969,542750,38.9181499598795,-77.2229537483333,Department Store,1324577316,Don't use the lower level men's room unless you've had your immunizations. Hasn't been taken care of since it was Hecht's,542750
54ca636d498e696744e971b3,542750,38.7796689564195,-77.2360107770881,Burgers,1422549869,Turkey burgers are legit.,542750
54ca635a498e6e802dfa1983,542750,38.8693009883737,-77.2617173194885,Electronics,1422549850,Great place to browse. But comparison shop for the best deals. Sometimes they win. Sometimes… definitely not.,542750
503fa3e1e4b07ae779e520c3,542750,38.7947559593964,-77.2711217301163,Fast Food,1346348001,This is a KFC/Taco Bell combo. Not all KFC items at regular stores are available here.,542750
5511a6ae498ebc51ebb527d3,542750,39.407616,-77.411085,B & B,1427220142,"A very cute B&B with an amazing aesthetic. Monique is sweet, funny, and an amazing chef.",542750
54ca62d6498ee152cae8da85,542750,36.3263306170033,-75.8189655780649,American,1422549718,Open off-season so that's a huge plus.,542750
54ca6561498ec3f676f9083b,542750,37.2300294028665,-80.4160246253014,Vegetarian / Vegan,1422550369,Excellent vegetarian and vegan options and I'm neither. Still love eating there.,542750
54ca6260498e46682e370c53,542750,38.74950745,-77.08496386,Mobile Phones,1422549600,Corporate owned store so they can do a lot more and honor more discounts than an Authorized Retailer.,542750
54ca632b498e46682e3717df,542750,38.7796099207412,-77.2365742921829,Tex-Mex,1422549803,"Don't get too attached to the menu items, corporate is constantly changing them. So they are getting boring as time goes on. Mediocre Tex and less Mex.",542750
54ca6399498e82542565f6a1,542750,38.7796689564195,-77.2360107770881,Burgers,1422549913,They finally have calorie listings on the menu board! And most of the items are healthier than I was estimating.,542750
5511a73b498ed06b530014ba,542750,38.8855629998017,-77.097693848379,Coffee Shop,1427220283,"Good coffee, good food, good wine, good staff, rotating local artists. It's a great place for lots of occasions.",542750
53767856498ec88a7f1a38f6,542750,38.8586280203096,-77.356793,Cineplex,1400272982,Shows before noon are $5.25 (May '14). It's a cheap way to catch things that maybe aren't worth full price.,542750
5511a701498e9974194a351d,542750,38.775268,-77.171054,Coffee Shop,1427220225,One of the larger stores. Nice staff. Cozy but with lots of seating.,542750
54ca6487498e3ef7e1722523,542750,38.8093142201351,-77.2537078721256,Italian,1422550151,Discounts not available on the weekends. Not a huge deal. But a fact to be aware of.,542750
54ca652d498e4cb7e1cfbc7c,542750,28.4484220102023,-81.470661651465,Mexican,1422550317,The green dip is good. And Chuy's is coming north.,542750
54ca64e9498e28bde796046d,542750,28.3573471526457,-81.5588985861435,Diner,1422550249,Put down the walkie talkies and enjoy telling your kids what all of those things are. Like a CRT TV,542750
5499ad73498ee4679ed4e83e,542750,38.8760047855578,-77.2355504936784,Rehab Center,1419357555,Kerry and her team are great. Getting anyone healed from a sorts injury and making adjustments to your form so you don't do it again. Meg is awesome! And strong 😳,542750
50318ffce4b0b025956f1d07,542750,36.3565704960661,-75.8243426856216,Home,1345425404,"As of August 2012, no wi-fi.",542750
4ec514562c5b6307e6a6f89f,542750,38.7870223064047,-77.2971282737483,Coffee Shop,1321538646,"They change menus far more often than they run out of seasonal products. If what you want isn't on the board, just ask, they have seasonal drinks for months after other stores.",542750
54ca657c498e6e802dfa36d6,542750,38.7798482881063,-77.2352385520935,Italian,1422550396,Calzones! And always buy extra sauce. It's even good with a spoon!,542750
54ca64c2498ec3f676f9006d,542750,38.7870223064047,-77.2971282737483,Coffee Shop,1422550210,Really nice staff. They make a point of getting to know the regulars.,542750
